label,model,EbN0_dB,blocks,block_errors,BLER,BLER_CI95_low,BLER_CI95_high,bit_errors_info,BER,avg_iterations,avg_iteration_se,avg_success_iterations,max_iterations_observed,fraction_reaching_max_iterations,undetected_errors,syndrome_pass_count,convergence_failures,channel_saturation_count,q_sub_saturation_count,min_input_clip_count,app_add_saturation_count,saturation_block_fraction,saturation_events_per_block,saturation_error_blocks,saturation_clean_blocks,saturation_error_events,saturation_clean_events,expected_core_cycles,worst_configured_core_cycles,stage,profile,candidate,w_CH,w_APP,w_q,w_M,channel_gain,beta,beta_equiv,layer_order,requested_stop_errors,requested_stop_blocks,requested_stop_completed,iteration_boundary_cycles
C_g1.0_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,234,0.0069247159,12.000000,0.000000,0.000000,12,1.000000,0,0,4,7019,0,0,0,1.000000,1754.750000,4,0,7019,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.0,2,2.000000,0-2-1-3,200,4,True,71
C_g1.0_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,200,0.0059185606,12.000000,0.000000,0.000000,12,1.000000,0,0,4,7019,0,0,0,1.000000,1754.750000,4,0,7019,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.0,3,3.000000,0-2-1-3,200,4,True,71
C_g1.0_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,190,0.0056226326,12.000000,0.000000,0.000000,12,1.000000,0,0,4,7019,0,0,0,1.000000,1754.750000,4,0,7019,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.0,4,4.000000,0-2-1-3,200,4,True,71
C_g1.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,189,0.0055930398,12.000000,0.000000,0.000000,12,1.000000,0,0,4,7019,0,0,0,1.000000,1754.750000,4,0,7019,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.0,5,5.000000,0-2-1-3,200,4,True,71
C_g1.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,189,0.0055930398,12.000000,0.000000,0.000000,12,1.000000,0,0,4,7019,0,0,0,1.000000,1754.750000,4,0,7019,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.0,6,6.000000,0-2-1-3,200,4,True,71
C_g1.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,189,0.0055930398,12.000000,0.000000,0.000000,12,1.000000,0,0,4,7019,0,0,0,1.000000,1754.750000,4,0,7019,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.0,7,7.000000,0-2-1-3,200,4,True,71
C_g1.089_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.250000,0.250000,4.250000,5,0.000000,0,4,0,9954,0,0,85,1.000000,2509.750000,0,4,0,10039,301.750,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.089,0,0.000000,0-2-1-3,200,4,True,71
C_g1.089_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,5.500000,0.288675,5.500000,6,0.000000,0,4,0,9954,0,0,2,1.000000,2489.000000,0,4,0,9956,390.500,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.089,1,0.918274,0-2-1-3,200,4,True,71
C_g1.089_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,248,0.0073390152,12.000000,0.000000,0.000000,12,1.000000,0,0,4,9954,0,0,0,1.000000,2488.500000,4,0,9954,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.089,2,1.836547,0-2-1-3,200,4,True,71
C_g1.089_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,209,0.0061848958,12.000000,0.000000,0.000000,12,1.000000,0,0,4,9954,0,0,0,1.000000,2488.500000,4,0,9954,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.089,3,2.754821,0-2-1-3,200,4,True,71
C_g1.089_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,196,0.0058001894,12.000000,0.000000,0.000000,12,1.000000,0,0,4,9954,0,0,0,1.000000,2488.500000,4,0,9954,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.089,4,3.673095,0-2-1-3,200,4,True,71
C_g1.089_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,194,0.0057410038,12.000000,0.000000,0.000000,12,1.000000,0,0,4,9954,0,0,0,1.000000,2488.500000,4,0,9954,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.089,5,4.591368,0-2-1-3,200,4,True,71
C_g1.089_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,194,0.0057410038,12.000000,0.000000,0.000000,12,1.000000,0,0,4,9954,0,0,0,1.000000,2488.500000,4,0,9954,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.089,6,5.509642,0-2-1-3,200,4,True,71
C_g1.089_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,194,0.0057410038,12.000000,0.000000,0.000000,12,1.000000,0,0,4,9954,0,0,0,1.000000,2488.500000,4,0,9954,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.089,7,6.427916,0-2-1-3,200,4,True,71
C_g1.5_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.250000,0.250000,4.250000,5,0.000000,0,4,0,21527,0,0,3288,1.000000,6203.750000,0,4,0,24815,301.750,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.5,0,0.000000,0-2-1-3,200,4,True,71
C_g1.5_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.000000,0.000000,4.000000,4,0.000000,0,4,0,21527,0,0,0,1.000000,5381.750000,0,4,0,21527,284.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.5,1,0.666667,0-2-1-3,200,4,True,71
C_g1.5_b2,fixed,4.9,4,3,0.75000000,0.30064184,0.95441274,30,0.0008877841,11.250000,0.750000,9.000000,12,0.750000,0,1,3,21527,0,0,4,1.000000,5382.750000,3,1,16153,5378,798.750,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.5,2,1.333333,0-2-1-3,200,4,True,71
C_g1.5_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,269,0.0079604640,12.000000,0.000000,0.000000,12,1.000000,0,0,4,21527,0,0,0,1.000000,5381.750000,4,0,21527,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.5,3,2.000000,0-2-1-3,200,4,True,71
C_g1.5_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,236,0.0069839015,12.000000,0.000000,0.000000,12,1.000000,0,0,4,21527,0,0,0,1.000000,5381.750000,4,0,21527,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.5,4,2.666667,0-2-1-3,200,4,True,71
C_g1.5_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,219,0.0064808239,12.000000,0.000000,0.000000,12,1.000000,0,0,4,21527,0,0,0,1.000000,5381.750000,4,0,21527,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.5,5,3.333333,0-2-1-3,200,4,True,71
C_g1.5_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,215,0.0063624527,12.000000,0.000000,0.000000,12,1.000000,0,0,4,21527,0,0,0,1.000000,5381.750000,4,0,21527,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.5,6,4.000000,0-2-1-3,200,4,True,71
C_g1.5_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,213,0.0063032670,12.000000,0.000000,0.000000,12,1.000000,0,0,4,21527,0,0,0,1.000000,5381.750000,4,0,21527,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,1.5,7,4.666667,0-2-1-3,200,4,True,71
C_g2.0_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.500000,0.500000,4.500000,6,0.000000,0,4,0,28615,76,0,27255,1.000000,13986.500000,0,4,0,55946,319.500,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,2.0,0,0.000000,0-2-1-3,200,4,True,71
C_g2.0_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.000000,0.000000,4.000000,4,0.000000,0,4,0,28615,0,0,716,1.000000,7332.750000,0,4,0,29331,284.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,2.0,1,0.500000,0-2-1-3,200,4,True,71
C_g2.0_b2,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,6.000000,0.408248,6.000000,7,0.000000,0,4,0,28615,0,0,5284,1.000000,8474.750000,0,4,0,33899,426.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,2.0,2,1.000000,0-2-1-3,200,4,True,71
C_g2.0_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,261,0.0077237216,12.000000,0.000000,0.000000,12,1.000000,0,0,4,28615,0,0,0,1.000000,7153.750000,4,0,28615,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,2.0,3,1.500000,0-2-1-3,200,4,True,71
C_g2.0_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,283,0.0083747633,12.000000,0.000000,0.000000,12,1.000000,0,0,4,28615,0,0,0,1.000000,7153.750000,4,0,28615,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,2.0,4,2.000000,0-2-1-3,200,4,True,71
C_g2.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,256,0.0075757576,12.000000,0.000000,0.000000,12,1.000000,0,0,4,28615,0,0,0,1.000000,7153.750000,4,0,28615,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,2.0,5,2.500000,0-2-1-3,200,4,True,71
C_g2.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,234,0.0069247159,12.000000,0.000000,0.000000,12,1.000000,0,0,4,28615,0,0,0,1.000000,7153.750000,4,0,28615,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,2.0,6,3.000000,0-2-1-3,200,4,True,71
C_g2.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,227,0.0067175663,12.000000,0.000000,0.000000,12,1.000000,0,0,4,28615,0,0,0,1.000000,7153.750000,4,0,28615,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,2.0,7,3.500000,0-2-1-3,200,4,True,71
C_g3.0_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,5.250000,0.250000,5.250000,6,0.000000,0,4,0,33322,192,0,58293,1.000000,22951.750000,0,4,0,91807,372.750,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,3.0,0,0.000000,0-2-1-3,200,4,True,71
C_g3.0_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.500000,0.288675,4.500000,5,0.000000,0,4,0,33322,46,0,28342,1.000000,15427.500000,0,4,0,61710,319.500,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,3.0,1,0.333333,0-2-1-3,200,4,True,71
C_g3.0_b2,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.750000,0.250000,4.750000,5,0.000000,0,4,0,33322,1,0,14158,1.000000,11870.250000,0,4,0,47481,337.250,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,3.0,2,0.666667,0-2-1-3,200,4,True,71
C_g3.0_b3,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,6.750000,0.478714,6.750000,8,0.000000,0,4,0,33322,7,0,27443,1.000000,15193.000000,0,4,0,60772,479.250,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,3.0,3,1.000000,0-2-1-3,200,4,True,71
C_g3.0_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,198,0.0058593750,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33322,0,0,0,1.000000,8330.500000,4,0,33322,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,3.0,4,1.333333,0-2-1-3,200,4,True,71
C_g3.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,327,0.0096768466,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33322,0,0,0,1.000000,8330.500000,4,0,33322,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,3.0,5,1.666667,0-2-1-3,200,4,True,71
C_g3.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,295,0.0087298769,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33322,0,0,0,1.000000,8330.500000,4,0,33322,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,3.0,6,2.000000,0-2-1-3,200,4,True,71
C_g3.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,274,0.0081084280,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33322,0,0,0,1.000000,8330.500000,4,0,33322,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,3.0,7,2.333333,0-2-1-3,200,4,True,71
C_g4.0_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,6.000000,0.408248,6.000000,7,0.000000,0,4,0,34722,208,0,50548,1.000000,21369.500000,0,4,0,85478,426.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,4.0,0,0.000000,0-2-1-3,200,4,True,71
C_g4.0_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,5.250000,0.250000,5.250000,6,0.000000,0,4,0,34722,46,0,36822,1.000000,17897.500000,0,4,0,71590,372.750,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,4.0,1,0.250000,0-2-1-3,200,4,True,71
C_g4.0_b2,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,5.250000,0.250000,5.250000,6,0.000000,0,4,0,34722,22,0,26009,1.000000,15188.250000,0,4,0,60753,372.750,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,4.0,2,0.500000,0-2-1-3,200,4,True,71
C_g4.0_b3,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,6.250000,0.250000,6.250000,7,0.000000,0,4,0,34722,7,0,23796,1.000000,14631.250000,0,4,0,58525,443.750,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,4.0,3,0.750000,0-2-1-3,200,4,True,71
C_g4.0_b4,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,11.000000,0.577350,11.000000,12,0.500000,0,4,0,34722,0,0,10756,1.000000,11369.500000,0,4,0,45478,781.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,4.0,4,1.000000,0-2-1-3,200,4,True,71
C_g4.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,355,0.0105054451,12.000000,0.000000,0.000000,12,1.000000,0,0,4,34722,0,0,0,1.000000,8680.500000,4,0,34722,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,4.0,5,1.250000,0-2-1-3,200,4,True,71
C_g4.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,339,0.0100319602,12.000000,0.000000,0.000000,12,1.000000,0,0,4,34722,0,0,0,1.000000,8680.500000,4,0,34722,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,4.0,6,1.500000,0-2-1-3,200,4,True,71
C_g4.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,323,0.0095584754,12.000000,0.000000,0.000000,12,1.000000,0,0,4,34722,0,0,0,1.000000,8680.500000,4,0,34722,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,4.0,7,1.750000,0-2-1-3,200,4,True,71
C_g6.0_b0,fixed,4.9,4,1,0.25000000,0.04558726,0.69935816,7560,0.2237215909,10.250000,1.108678,9.666667,12,0.250000,0,3,1,35691,732,50,81541,1.000000,29503.500000,1,3,38058,79956,727.750,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,6.0,0,0.000000,0-2-1-3,200,4,True,71
C_g6.0_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,7.250000,0.478714,7.250000,8,0.000000,0,4,0,35691,74,0,41319,1.000000,19271.000000,0,4,0,77084,514.750,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,6.0,1,0.166667,0-2-1-3,200,4,True,71
C_g6.0_b2,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,7.000000,0.408248,7.000000,8,0.000000,0,4,0,35691,40,0,41078,1.000000,19202.250000,0,4,0,76809,497.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,6.0,2,0.333333,0-2-1-3,200,4,True,71
C_g6.0_b3,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,8.000000,0.707107,8.000000,9,0.000000,0,4,0,35691,26,0,47887,1.000000,20901.000000,0,4,0,83604,568.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,6.0,3,0.500000,0-2-1-3,200,4,True,71
C_g6.0_b4,fixed,4.9,4,2,0.50000000,0.15003899,0.84996101,77,0.0022786458,11.500000,0.500000,11.000000,12,0.750000,0,2,2,35691,1,0,8401,1.000000,11023.250000,2,2,17836,26257,816.500,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,6.0,4,0.666667,0-2-1-3,200,4,True,71
C_g6.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,356,0.0105350379,12.000000,0.000000,0.000000,12,1.000000,0,0,4,35691,0,0,0,1.000000,8922.750000,4,0,35691,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,6.0,5,0.833333,0-2-1-3,200,4,True,71
C_g6.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,407,0.0120442708,12.000000,0.000000,0.000000,12,1.000000,0,0,4,35691,0,0,0,1.000000,8922.750000,4,0,35691,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,6.0,6,1.000000,0-2-1-3,200,4,True,71
C_g6.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,375,0.0110973011,12.000000,0.000000,0.000000,12,1.000000,0,0,4,35691,0,0,0,1.000000,8922.750000,4,0,35691,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,6.0,7,1.166667,0-2-1-3,200,4,True,71
C_g8.0_b0,fixed,4.9,4,3,0.75000000,0.30064184,0.95441274,5446,0.1611624053,11.750000,0.250000,11.000000,12,0.750000,0,1,3,36056,378,0,39711,1.000000,19036.250000,3,1,48352,27793,834.250,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,8.0,0,0.000000,0-2-1-3,200,4,True,71
C_g8.0_b1,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,9.750000,1.108678,9.750000,12,0.250000,0,4,0,36056,274,0,54771,1.000000,22775.250000,0,4,0,91101,692.250,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,8.0,1,0.125000,0-2-1-3,200,4,True,71
C_g8.0_b2,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,9.000000,0.816497,9.000000,11,0.000000,0,4,0,36056,46,0,37653,1.000000,18438.750000,0,4,0,73755,639.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,8.0,2,0.250000,0-2-1-3,200,4,True,71
C_g8.0_b3,fixed,4.9,4,1,0.25000000,0.04558726,0.69935816,20,0.0005918561,10.000000,0.912871,9.333333,12,0.250000,0,3,1,36056,10,0,26454,1.000000,15630.000000,1,3,9012,53508,710.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,8.0,3,0.375000,0-2-1-3,200,4,True,71
C_g8.0_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,163,0.0048236269,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36056,0,0,31,1.000000,9021.750000,4,0,36087,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,8.0,4,0.500000,0-2-1-3,200,4,True,71
C_g8.0_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,378,0.0111860795,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36056,0,0,0,1.000000,9014.000000,4,0,36056,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,8.0,5,0.625000,0-2-1-3,200,4,True,71
C_g8.0_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,441,0.0130504261,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36056,0,0,0,1.000000,9014.000000,4,0,36056,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,8.0,6,0.750000,0-2-1-3,200,4,True,71
C_g8.0_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,415,0.0122810133,12.000000,0.000000,0.000000,12,1.000000,0,0,4,36056,0,0,0,1.000000,9014.000000,4,0,36056,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,C,5,7,7,6,8.0,7,0.875000,0-2-1-3,200,4,True,71
D_g0.5_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.750000,0.250000,4.750000,5,0.000000,0,4,0,2,0,0,0,0.250000,0.500000,0,1,0,2,337.250,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.5,0,0.000000,0-2-1-3,200,4,True,71
D_g0.5_b1,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,158,0.0046756629,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.5,1,2.000000,0-2-1-3,200,4,True,71
D_g0.5_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,134,0.0039654356,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.5,2,4.000000,0-2-1-3,200,4,True,71
D_g0.5_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,134,0.0039654356,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.5,3,6.000000,0-2-1-3,200,4,True,71
D_g0.5_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,134,0.0039654356,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.5,4,8.000000,0-2-1-3,200,4,True,71
D_g0.5_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,134,0.0039654356,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.5,5,10.000000,0-2-1-3,200,4,True,71
D_g0.5_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,134,0.0039654356,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.5,6,12.000000,0-2-1-3,200,4,True,71
D_g0.5_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,134,0.0039654356,12.000000,0.000000,0.000000,12,1.000000,0,0,4,2,0,0,0,0.250000,0.500000,1,0,2,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.5,7,14.000000,0-2-1-3,200,4,True,71
D_g0.595_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.500000,0.288675,4.500000,5,0.000000,0,4,0,33,0,0,0,1.000000,8.250000,0,4,0,33,319.500,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.595,0,0.000000,0-2-1-3,200,4,True,71
D_g0.595_b1,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,189,0.0055930398,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.595,1,1.680672,0-2-1-3,200,4,True,71
D_g0.595_b2,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,151,0.0044685133,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.595,2,3.361345,0-2-1-3,200,4,True,71
D_g0.595_b3,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,149,0.0044093277,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.595,3,5.042017,0-2-1-3,200,4,True,71
D_g0.595_b4,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,149,0.0044093277,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.595,4,6.722689,0-2-1-3,200,4,True,71
D_g0.595_b5,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,149,0.0044093277,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.595,5,8.403361,0-2-1-3,200,4,True,71
D_g0.595_b6,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,149,0.0044093277,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.595,6,10.084034,0-2-1-3,200,4,True,71
D_g0.595_b7,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,149,0.0044093277,12.000000,0.000000,0.000000,12,1.000000,0,0,4,33,0,0,0,1.000000,8.250000,4,0,33,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.595,7,11.764706,0-2-1-3,200,4,True,71
D_g0.697_b0,fixed,4.9,4,0,0.00000000,0.00000000,0.48989084,0,0.0000000000,4.250000,0.250000,4.250000,5,0.000000,0,4,0,419,0,0,0,1.000000,104.750000,0,4,0,419,301.750,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.697,0,0.000000,0-2-1-3,200,4,True,71
D_g0.697_b1,fixed,4.9,4,4,1.00000000,0.51010916,1.00000000,187,0.0055338542,12.000000,0.000000,0.000000,12,1.000000,0,0,4,419,0,0,0,1.000000,104.750000,4,0,419,0,852.000,852,beta_scale_calibration,BG1_first4_high_rate,D,5,8,8,6,0.697,1,1.434720,0-2-1-3,200,4,True,71
